,car_ID,CarName,wheelbase,carlength,carwidth,carheight,curbweight,cylindernumber,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
11,12,bmw 320i,0.5034482758620689,0.555172413793104,0.30303030303030276,0.5,0.29523321373654543,0.5,0.27338129496402885,0.6507936507936511,0.2857142857142858,0.12,0.2789115646258503,0.8918918918918917,0.34782608695652173,0.33333333333333326,0.37000940144155436
12,13,bmw x1,0.5034482758620689,0.555172413793104,0.30303030303030276,0.5,0.45668887749871856,1.0,0.6762589928057554,0.5,0.5389610389610389,0.1333333333333333,0.41496598639455773,0.054054054054053946,0.26086956521739124,0.2962962962962963,0.49677217173299903
13,14,bmw x3,0.5034482758620689,0.555172413793104,0.30303030303030276,0.5,0.4848795489492568,1.0,0.6762589928057554,0.5,0.5389610389610389,0.1333333333333333,0.41496598639455773,0.054054054054053946,0.26086956521739124,0.2962962962962963,0.5010028204324662
14,15,bmw z4,0.5827586206896553,0.7655172413793103,0.5151515151515156,0.6272727272727279,0.6335212711430036,1.0,0.6762589928057554,0.5,0.5389610389610389,0.1333333333333333,0.41496598639455773,0.054054054054053946,0.21739130434782605,0.18518518518518512,0.6094327796928862
15,16,bmw x4,0.5827586206896553,0.7655172413793103,0.5151515151515156,0.6272727272727279,0.7232188621219888,1.0,1.0,0.7460317460317465,0.668831168831169,0.06666666666666665,0.8299319727891157,0.6756756756756754,0.04347826086956519,0.07407407407407407,0.8035725477906612
17,18,bmw x3,0.806896551724138,0.9034482758620692,0.9191919191919196,0.6818181818181817,0.8641722193746797,1.0,1.0,0.7460317460317465,0.668831168831169,0.06666666666666665,0.8299319727891157,0.6756756756756754,0.0,0.0,0.9953619554998433
19,20,chevrolet monte carlo,0.27241379310344804,0.19482758620689689,0.18181818181818166,0.290909090909091,0.02819067145053822,0.5,0.14388489208633104,0.2777777777777777,0.4870129870129869,0.17333333333333334,0.0680272108843537,0.6756756756756754,1.0,0.8518518518518519,0.03688498903165152
20,21,chevrolet vega 2300,0.27241379310344804,0.24482758620689715,0.18181818181818166,0.290909090909091,0.046130189646335196,0.5,0.14388489208633104,0.2777777777777777,0.4870129870129869,0.17333333333333334,0.0680272108843537,0.6756756756756754,1.0,0.8518518518518519,0.04565966781573175
21,22,dodge rampage,0.2448275862068967,0.2189655172413798,0.20202020202020154,0.18181818181818166,0.02921578677601233,0.5,0.14388489208633104,0.23015873015873023,0.5649350649350651,0.16066666666666662,0.05442176870748294,0.7297297297297294,0.9565217391304348,0.7777777777777777,0.0142275148856158
22,23,dodge challenger se,0.2448275862068967,0.2189655172413798,0.20202020202020154,0.18181818181818166,0.02921578677601233,0.5,0.14388489208633104,0.23015873015873023,0.5649350649350651,0.16000000000000003,0.05442176870748294,0.7297297297297294,0.6956521739130435,0.6666666666666667,0.03945471638984646
23,24,dodge d200,0.2448275862068967,0.2189655172413798,0.20202020202020154,0.18181818181818166,0.158380317785751,0.5,0.2014388489208634,0.2777777777777777,0.668831168831169,0.039999999999999925,0.2857142857142857,0.7297297297297294,0.3913043478260869,0.37037037037037046,0.08896897524287059
24,25,dodge monaco (sw),0.2448275862068967,0.2189655172413798,0.20202020202020154,0.16363636363636402,0.07585853408508458,0.5,0.14388489208633104,0.23015873015873023,0.5649350649350651,0.16000000000000003,0.05442176870748294,0.7297297297297294,0.6956521739130435,0.6666666666666667,0.03481667188968976
25,26,dodge colt hardtop,0.2448275862068967,0.2189655172413798,0.20202020202020154,0.16363636363636402,0.08713480266529983,0.5,0.14388489208633104,0.23015873015873023,0.5649350649350651,0.16000000000000003,0.05442176870748294,0.7297297297297294,0.6956521739130435,0.6666666666666667,0.0493262300219367
26,27,dodge colt (sw),0.2448275862068967,0.2189655172413798,0.20202020202020154,0.16363636363636402,0.08713480266529983,0.5,0.14388489208633104,0.23015873015873023,0.5649350649350651,0.16000000000000003,0.05442176870748294,0.7297297297297294,0.6956521739130435,0.6666666666666667,0.07806330303979944
27,28,dodge coronet custom,0.2448275862068967,0.2189655172413798,0.20202020202020154,0.16363636363636402,0.19067145053818546,0.5,0.2014388489208634,0.2777777777777777,0.668831168831169,0.039999999999999925,0.2857142857142857,0.7297297297297294,0.3913043478260869,0.37037037037037046,0.10780319649012848
28,29,dodge dart custom,0.5758620689655172,0.5172413793103448,0.282828282828282,1.0,0.36699128651973356,0.5,0.37410071942446055,0.5238095238095237,0.7142857142857144,0.09999999999999998,0.19047619047619047,0.4594594594594592,0.3913043478260869,0.37037037037037046,0.11917894077091823
29,30,dodge coronet custom (sw),0.3206896551724139,0.4931034482758623,0.45454545454545414,0.12727272727272787,0.5084572014351614,0.5,0.6187050359712232,0.7301587301587302,1.0,0.0,0.5782312925170068,0.4594594594594592,0.17391304347826086,0.14814814814814814,0.24587903478533374
31,32,honda civic cvcc,0.0,0.0,0.21212121212121193,0.18181818181818166,0.0,0.5,0.15827338129496404,0.18253968253968278,0.6818181818181821,0.1466666666666666,0.108843537414966,1.0,0.6956521739130435,0.6666666666666667,0.05443434659981197
32,33,honda civic,0.2448275862068967,0.09310344827586237,0.22222222222222232,0.3454545454545457,0.009226037929267017,0.5,0.06474820143884896,0.18253968253968278,0.46103896103896114,0.20666666666666667,0.0,0.7297297297297294,1.0,0.8148148148148147,0.008806016922594806
33,34,honda accord cvcc,0.2448275862068967,0.09310344827586237,0.22222222222222232,0.3454545454545457,0.06201947719118406,0.5,0.15827338129496404,0.18253968253968278,0.6818181818181821,0.1466666666666666,0.108843537414966,1.0,0.6521739130434783,0.5185185185185184,0.04421811344406143
34,35,honda civic cvcc,0.2448275862068967,0.09310344827586237,0.22222222222222232,0.3454545454545457,0.07022039979497685,0.5,0.15827338129496404,0.18253968253968278,0.6818181818181821,0.1466666666666666,0.108843537414966,1.0,0.6521739130434783,0.5185185185185184,0.06302099655280477
35,36,honda accord lx,0.3413793103448275,0.3241379310344832,0.22222222222222232,0.5181818181818185,0.09789851358277812,0.5,0.15827338129496404,0.18253968253968278,0.6818181818181821,0.1466666666666666,0.108843537414966,1.0,0.6521739130434783,0.5185185185185184,0.06822312754622376
36,37,honda civic 1500 gl,0.3413793103448275,0.2155172413793105,0.21212121212121193,0.8636363636363633,0.10507432086109691,0.5,0.15827338129496404,0.1904761904761907,0.6818181818181821,0.1466666666666666,0.108843537414966,1.0,0.6521739130434783,0.5185185185185184,0.06822312754622376
37,38,honda accord,0.3413793103448275,0.3948275862068966,0.3434343434343434,0.40909090909090917,0.21373654536135311,0.5,0.28776978417266197,0.373015873015873,0.7922077922077926,0.1333333333333333,0.1768707482993197,0.8918918918918917,0.5217391304347825,0.4814814814814814,0.0870260106549671
38,39,honda civic 1300,0.3413793103448275,0.3948275862068966,0.3434343434343434,0.40909090909090917,0.24090210148641722,0.5,0.28776978417266197,0.373015873015873,0.7922077922077926,0.1333333333333333,0.1768707482993197,0.8918918918918917,0.5217391304347825,0.4814814814814814,0.1246317768724538
39,40,honda prelude,0.3413793103448275,0.5310344827586211,0.3434343434343434,0.48181818181818237,0.24859046642747318,0.5,0.28776978417266197,0.373015873015873,0.7922077922077926,0.1333333333333333,0.1768707482993197,0.8918918918918917,0.5217391304347825,0.4814814814814814,0.11679724224381072
40,41,honda accord,0.3413793103448275,0.5310344827586211,0.07070707070707094,0.48181818181818237,0.283444387493593,0.5,0.28776978417266197,0.373015873015873,0.7922077922077926,0.1333333333333333,0.1768707482993197,0.8918918918918917,0.5217391304347825,0.4814814814814814,0.16223754308994043
41,42,honda civic,0.3413793103448275,0.5310344827586211,0.3434343434343434,0.48181818181818237,0.3311122501281394,0.5,0.28776978417266197,0.373015873015873,0.7922077922077926,0.1333333333333333,0.2789115646258503,0.8918918918918917,0.3913043478260869,0.2962962962962963,0.24528361015355687
42,43,honda civic (auto),0.3413793103448275,0.4224137931034484,0.42424242424242387,0.20000000000000018,0.24295233213736545,0.5,0.28776978417266197,0.373015873015873,0.7922077922077926,0.14,0.27210884353741494,0.7297297297297294,0.4347826086956521,0.40740740740740744,0.16380445001566907
43,44,isuzu MU-X,0.2655172413793103,0.4500000000000002,0.0,0.4272727272727277,0.26550486929779593,0.5,0.29496402877697847,0.5,0.5649350649350651,0.09999999999999998,0.12244897959183676,0.3513513513513513,0.3913043478260869,0.33333333333333326,0.052240676903791916
44,45,isuzu D-Max ,0.27241379310344804,0.19482758620689689,0.18181818181818166,0.290909090909091,0.02819067145053822,0.5,0.14388489208633104,0.2777777777777777,0.4870129870129869,0.17333333333333334,0.0680272108843537,0.6756756756756754,1.0,0.8518518518518519,0.11903791914760264
45,46,isuzu D-Max V-Cross,0.27241379310344804,0.19482758620689689,0.18181818181818166,0.290909090909091,0.046130189646335196,0.5,0.14388489208633104,0.2777777777777777,0.4870129870129869,0.17333333333333334,0.0680272108843537,0.6756756756756754,1.0,0.8518518518518519,0.11903791914760264
46,47,isuzu D-Max ,0.32413793103448274,0.48275862068965525,0.3434343434343434,0.23636363636363633,0.4689902614044079,0.5,0.3525179856115108,0.5952380952380953,0.5649350649350651,0.1466666666666666,0.20408163265306123,0.4594594594594592,0.3913043478260869,0.33333333333333326,0.18583516139141337
50,51,maxda rx3,0.22413793103448265,0.25,0.2424242424242431,0.48181818181818237,0.03639159405433112,0.5,0.15107913669064754,0.2777777777777777,0.5129870129870131,0.1333333333333333,0.05442176870748294,0.4594594594594592,0.6521739130434783,0.40740740740740744,0.0024130366656220648
51,52,maxda glc deluxe,0.22413793103448265,0.25,0.2424242424242431,0.48181818181818237,0.04151717068170169,0.5,0.15107913669064754,0.2777777777777777,0.5129870129870131,0.1333333333333333,0.05442176870748294,0.4594594594594592,0.6956521739130435,0.6666666666666667,0.030617361328737075
52,53,mazda rx2 coupe,0.22413793103448265,0.25,0.2424242424242431,0.48181818181818237,0.04407995899538697,0.5,0.15107913669064754,0.2777777777777777,0.5129870129870131,0.1333333333333333,0.05442176870748294,0.4594594594594592,0.6956521739130435,0.6666666666666667,0.05255405828893764
53,54,mazda rx-4,0.22413793103448265,0.3827586206896556,0.2424242424242431,0.48181818181818237,0.06458226550486934,0.5,0.15107913669064754,0.2777777777777777,0.5129870129870131,0.1333333333333333,0.05442176870748294,0.4594594594594592,0.6956521739130435,0.6666666666666667,0.049420244437480415
54,55,mazda glc deluxe,0.22413793103448265,0.3827586206896556,0.2424242424242431,0.48181818181818237,0.06714505381855462,0.5,0.15107913669064754,0.31746031746031766,0.5129870129870131,0.1333333333333333,0.05442176870748294,0.4594594594594592,0.6956521739130435,0.6666666666666667,0.07135694139768098
55,56,mazda 626,0.2999999999999998,0.42068965517241397,0.3939393939393945,0.0727272727272732,0.28754484879548947,0.0,0.0,0.5158730158730163,0.5811688311688314,0.16000000000000003,0.2789115646258503,1.0,0.08695652173913038,0.11111111111111116,0.1826073331244124
56,57,mazda glc,0.2999999999999998,0.42068965517241397,0.3939393939393945,0.0727272727272732,0.28754484879548947,0.0,0.0,0.5158730158730163,0.5811688311688314,0.16000000000000003,0.2789115646258503,1.0,0.08695652173913038,0.11111111111111116,0.21081165778752742
57,58,mazda rx-7 gs,0.2999999999999998,0.42068965517241397,0.3939393939393945,0.0727272727272732,0.29010763710917487,0.0,0.0,0.5158730158730163,0.5811688311688314,0.16000000000000003,0.2789115646258503,1.0,0.08695652173913038,0.11111111111111116,0.26722030711375744
58,59,mazda glc 4,0.2999999999999998,0.42068965517241397,0.3939393939393945,0.0727272727272732,0.3490517683239365,0.0,0.07194244604316546,0.5158730158730163,0.5811688311688314,0.16000000000000003,0.5102040816326531,1.0,0.04347826086956519,0.11111111111111116,0.3298965841429019
59,60,mazda 626,0.4206896551724135,0.5724137931034488,0.4747474747474749,0.4454545454545453,0.29010763710917487,0.5,0.37410071942446055,0.5634920634920637,0.668831168831169,0.10666666666666658,0.16326530612244894,0.3513513513513513,0.4782608695652173,0.4444444444444444,0.11679724224381072
60,61,mazda glc custom l,0.4206896551724135,0.5724137931034488,0.4747474747474749,0.6090909090909093,0.30292157867760117,0.5,0.37410071942446055,0.5634920634920637,0.668831168831169,0.10666666666666658,0.16326530612244894,0.3513513513513513,0.4782608695652173,0.4444444444444444,0.10582889376371046
61,62,mazda glc custom,0.4206896551724135,0.5724137931034488,0.4747474747474749,0.4454545454545453,0.29010763710917487,0.5,0.37410071942446055,0.5634920634920637,0.668831168831169,0.10666666666666658,0.16326530612244894,0.3513513513513513,0.4782608695652173,0.4444444444444444,0.1716389846443121
62,63,mazda rx-4,0.4206896551724135,0.5724137931034488,0.4747474747474749,0.6090909090909093,0.30292157867760117,0.5,0.37410071942446055,0.5634920634920637,0.668831168831169,0.10666666666666658,0.16326530612244894,0.3513513513513513,0.4782608695652173,0.4444444444444444,0.16067063616421184
64,65,mazda 626,0.4206896551724135,0.5724137931034488,0.4747474747474749,0.6090909090909093,0.3106099436186571,0.5,0.37410071942446055,0.5634920634920637,0.668831168831169,0.10666666666666658,0.16326530612244894,0.3513513513513513,0.4782608695652173,0.4444444444444444,0.19200877467878408
65,66,mazda glc,0.6310344827586207,0.5241379310344829,0.43434343434343337,0.5090909090909088,0.4361865709892363,0.5,0.5035971223021583,0.8571428571428572,0.5194805194805197,0.06666666666666665,0.40816326530612246,0.4594594594594592,0.17391304347826086,0.2592592592592593,0.41247257912879975
66,67,mazda rx-7 gs,0.6310344827586207,0.5241379310344829,0.43434343434343337,0.5090909090909088,0.451563300871348,0.5,0.460431654676259,0.5952380952380953,0.8311688311688314,0.9999999999999999,0.08163265306122447,0.02702702702702675,0.6956521739130435,0.7037037037037037,0.41447821999373236
67,68,buick electra 225 custom,0.806896551724138,0.7982758620689658,0.8585858585858581,0.7000000000000002,0.8692977960020503,0.75,0.8129496402877698,0.7142857142857144,0.8311688311688314,0.9666666666666667,0.4285714285714285,0.10810810810810789,0.30434782608695654,0.18518518518518512,0.640363522406769
68,69,buick century luxus (sw),0.806896551724138,0.7982758620689658,0.8585858585858581,0.9000000000000004,0.9897488467452589,0.75,0.8129496402877698,0.7142857142857144,0.8311688311688314,0.9666666666666667,0.4285714285714285,0.10810810810810789,0.30434782608695654,0.18518518518518512,0.7248511438420557
69,70,buick century,0.693103448275862,0.7396551724137934,0.8585858585858581,0.5545454545454547,0.8590466427473091,0.75,0.8129496402877698,0.7142857142857144,0.8311688311688314,0.9666666666666667,0.4285714285714285,0.10810810810810789,0.30434782608695654,0.18518518518518512,0.7225947978690065
70,71,buick skyhawk,0.9999999999999996,1.0,1.0,0.6818181818181817,1.0,0.75,0.8129496402877698,0.7142857142857144,0.8311688311688314,0.9666666666666667,0.4285714285714285,0.10810810810810789,0.30434782608695654,0.18518518518518512,0.8298965841429019
75,76,mercury cougar,0.5551724137931036,0.5827586206896553,0.6262626262626263,0.545454545454545,0.5592004100461301,0.5,0.5035971223021583,0.873015873015873,0.4935064935064939,0.06666666666666665,0.782312925170068,0.4594594594594592,0.17391304347826086,0.14814814814814814,0.3567847069884049
76,77,mitsubishi mirage,0.2448275862068967,0.2189655172413798,0.262626262626263,0.18181818181818166,0.050743208610968704,0.5,0.15827338129496404,0.23015873015873023,0.5649350649350651,0.16000000000000003,0.05442176870748294,0.7297297297297294,0.9565217391304348,0.7777777777777777,0.008492635537449084
77,78,mitsubishi lancer,0.2448275862068967,0.2189655172413798,0.262626262626263,0.18181818181818166,0.06406970784213228,0.5,0.15827338129496404,0.23015873015873023,0.5649350649350651,0.16000000000000003,0.05442176870748294,0.7297297297297294,0.6956521739130435,0.6666666666666667,0.03356314634910687
78,79,mitsubishi outlander,0.2448275862068967,0.2189655172413798,0.262626262626263,0.18181818181818166,0.09482316760635578,0.5,0.15827338129496404,0.23015873015873023,0.5649350649350651,0.16000000000000003,0.05442176870748294,0.7297297297297294,0.6956521739130435,0.6666666666666667,0.04860545283610154
79,80,mitsubishi g4,0.2206896551724138,0.2189655172413798,0.20202020202020154,0.18181818181818166,0.16709379805228086,0.5,0.2014388489208634,0.2777777777777777,0.668831168831169,0.039999999999999925,0.2857142857142857,0.7297297297297294,0.3913043478260869,0.37037037037037046,0.08057035412096522
80,81,mitsubishi mirage g4,0.3344827586206893,0.4896551724137934,0.3636363636363642,0.054545454545454675,0.2824192721681189,0.5,0.28776978417266197,0.38888888888888884,0.7142857142857144,0.033333333333333326,0.38095238095238093,0.7297297297297294,0.34782608695652173,0.37037037037037046,0.1517079285490442
81,82,mitsubishi g4,0.3344827586206893,0.4896551724137934,0.3636363636363642,0.054545454545454675,0.26089185033316253,0.5,0.37410071942446055,0.5317460317460321,0.7142857142857144,0.09999999999999998,0.19047619047619047,0.4594594594594592,0.4347826086956521,0.4444444444444444,0.10595424631776873
82,83,mitsubishi outlander,0.3206896551724139,0.4931034482758623,0.45454545454545414,0.12727272727272787,0.5197334700153766,0.5,0.6187050359712232,0.7142857142857144,0.9740259740259742,0.0,0.5782312925170068,0.4594594594594592,0.17391304347826086,0.14814814814814814,0.23538075838295203
83,84,mitsubishi g4,0.3206896551724139,0.4931034482758623,0.45454545454545414,0.12727272727272787,0.5648385443362378,0.5,0.6187050359712232,0.7222222222222223,0.9740259740259742,0.0,0.5782312925170068,0.4594594594594592,0.17391304347826086,0.14814814814814814,0.30557818865559383
84,85,mitsubishi mirage g4,0.3206896551724139,0.4931034482758623,0.45454545454545414,0.12727272727272787,0.5674013326499232,0.5,0.6187050359712232,0.7222222222222223,0.9740259740259742,0.0,0.5782312925170068,0.4594594594594592,0.17391304347826086,0.14814814814814814,0.2936696960200564
85,86,mitsubishi montero,0.3344827586206893,0.4793103448275864,0.3636363636363642,0.25454545454545485,0.27985648385443374,0.5,0.37410071942446055,0.5317460317460321,0.7142857142857144,0.09999999999999998,0.19047619047619047,0.4594594594594592,0.4347826086956521,0.4444444444444444,0.05863365716076466
86,87,mitsubishi pajero,0.3344827586206893,0.4793103448275864,0.3636363636363642,0.25454545454545485,0.300358790363916,0.5,0.37410071942446055,0.5317460317460321,0.7142857142857144,0.09999999999999998,0.19047619047619047,0.4594594594594592,0.4347826086956521,0.4444444444444444,0.09623942337825131
87,88,mitsubishi outlander,0.3344827586206893,0.4793103448275864,0.3636363636363642,0.25454545454545485,0.2993336750384419,0.5,0.28776978417266197,0.38888888888888884,0.7142857142857144,0.033333333333333326,0.38095238095238093,0.7297297297297294,0.34782608695652173,0.37037037037037046,0.13039799435913507
88,89,mitsubishi mirage g4,0.3344827586206893,0.4793103448275864,0.3636363636363642,0.25454545454545485,0.2993336750384419,0.5,0.28776978417266197,0.38888888888888884,0.7142857142857144,0.033333333333333326,0.38095238095238093,0.7297297297297294,0.34782608695652173,0.37037037037037046,0.13039799435913507
89,90,Nissan versa,0.27241379310344804,0.35689655172413826,0.20202020202020154,0.5181818181818185,0.035879036391594066,0.5,0.19424460431654678,0.373015873015873,0.6038961038961039,0.16000000000000003,0.061224489795918324,0.5675675675675675,0.6956521739130435,0.6296296296296295,0.01193983077405203
91,92,nissan rogue,0.27241379310344804,0.35689655172413826,0.20202020202020154,0.5181818181818185,0.050743208610968704,0.5,0.19424460431654678,0.373015873015873,0.6038961038961039,0.16000000000000003,0.061224489795918324,0.5675675675675675,0.6956521739130435,0.6296296296296295,0.0479786900658101
92,93,nissan latio,0.27241379310344804,0.35689655172413826,0.20202020202020154,0.5181818181818185,0.060994361865709945,0.5,0.19424460431654678,0.373015873015873,0.6038961038961039,0.16000000000000003,0.061224489795918324,0.5675675675675675,0.6956521739130435,0.6296296296296295,0.054246317768724545
93,94,nissan titan,0.27241379310344804,0.4413793103448276,0.20202020202020154,0.4272727272727277,0.10507432086109691,0.5,0.19424460431654678,0.373015873015873,0.6038961038961039,0.16000000000000003,0.061224489795918324,0.5675675675675675,0.6956521739130435,0.6296296296296295,0.06991538702601066
94,95,nissan leaf,0.27241379310344804,0.35689655172413826,0.20202020202020154,0.5181818181818185,0.06765761148129168,0.5,0.19424460431654678,0.373015873015873,0.6038961038961039,0.16000000000000003,0.061224489795918324,0.5675675675675675,0.6956521739130435,0.6296296296296295,0.06834848010028205
95,96,nissan juke,0.27241379310344804,0.36206896551724155,0.20202020202020154,0.40909090909090917,0.10712455151204514,0.5,0.19424460431654678,0.373015873015873,0.6038961038961039,0.16000000000000003,0.061224489795918324,0.5675675675675675,0.6956521739130435,0.6296296296296295,0.08401754935756817
96,97,nissan latio,0.27241379310344804,0.35689655172413826,0.20202020202020154,0.5181818181818185,0.07790876473603281,0.5,0.19424460431654678,0.373015873015873,0.6038961038961039,0.16000000000000003,0.061224489795918324,0.5675675675675675,0.6956521739130435,0.6296296296296295,0.0746161078031965
97,98,nissan note,0.27241379310344804,0.4413793103448276,0.20202020202020154,0.4272727272727277,0.11173757047667854,0.5,0.19424460431654678,0.373015873015873,0.6038961038961039,0.16000000000000003,0.061224489795918324,0.5675675675675675,0.6956521739130435,0.6296296296296295,0.09028517706048261
98,99,nissan clipper,0.29310344827586166,0.30689655172413843,0.20202020202020154,0.40909090909090917,0.09687339825730401,0.5,0.19424460431654678,0.373015873015873,0.6038961038961039,0.16000000000000003,0.061224489795918324,0.5675675675675675,0.6956521739130435,0.6296296296296295,0.09811971168912564
99,100,nissan rogue,0.3655172413793104,0.49655172413793114,0.3434343434343434,0.536363636363637,0.2588416196822143,0.5,0.35971223021582743,0.5158730158730163,0.720779220779221,0.09999999999999998,0.2517006802721088,0.5675675675675675,0.5217391304347825,0.5185185185185184,0.12005640864932621
100,101,nissan nv200,0.3655172413793104,0.49655172413793114,0.3434343434343434,0.536363636363637,0.24756535110199906,0.5,0.35971223021582743,0.5158730158730163,0.720779220779221,0.09999999999999998,0.2517006802721088,0.5675675675675675,0.5217391304347825,0.5185185185185184,0.13885929175806955
101,102,nissan dayz,0.4758620689655175,0.6396551724137929,0.4747474747474749,0.5727272727272732,0.6540235776524859,1.0,0.7985611510791368,0.5952380952380953,0.5909090909090913,0.1333333333333333,0.6258503401360545,0.5675675675675675,0.08695652173913038,0.07407407407407407,0.2626449388906299
102,103,nissan fuga,0.4758620689655175,0.6896551724137931,0.4747474747474749,0.663636363636364,0.7570476678626346,1.0,0.7985611510791368,0.5952380952380953,0.5909090909090913,0.1333333333333333,0.6258503401360545,0.5675675675675675,0.08695652173913038,0.07407407407407407,0.2908492635537449
103,104,nissan otti,0.4758620689655175,0.6896551724137931,0.4747474747474749,0.5727272727272732,0.6360840594566888,1.0,0.7985611510791368,0.5952380952380953,0.5909090909090913,0.1333333333333333,0.6258503401360545,0.5675675675675675,0.17391304347826086,0.18518518518518512,0.2626449388906299
104,105,nissan teana,0.16206896551724137,0.4500000000000002,0.6161616161616168,0.08181818181818201,0.6417221937467965,1.0,0.7985611510791368,0.5952380952380953,0.5909090909090913,0.1333333333333333,0.6802721088435373,0.5675675675675675,0.17391304347826086,0.18518518518518512,0.3785960513945471
105,106,nissan kicks,0.16206896551724137,0.4500000000000002,0.6161616161616168,0.08181818181818201,0.6765761148129164,1.0,0.7985611510791368,0.5952380952380953,0.5909090909090913,0.053333333333333344,0.9523809523809523,0.5675675675675675,0.08695652173913038,0.11111111111111116,0.45694139768097775
106,107,nissan clipper,0.43448275862068986,0.5844827586206898,0.6161616161616168,0.08181818181818201,0.6765761148129164,1.0,0.7985611510791368,0.5952380952380953,0.5909090909090913,0.1333333333333333,0.6802721088435373,0.5675675675675675,0.17391304347826086,0.18518518518518512,0.4162018176120338
107,108,peugeot 504,0.7344827586206897,0.7258620689655171,0.666666666666667,0.7181818181818187,0.6155817529472065,0.5,0.35971223021582743,0.6190476190476191,0.5389610389610389,0.09333333333333338,0.2517006802721088,0.4594594594594592,0.17391304347826086,0.14814814814814814,0.2125352554058289
108,109,peugeot 304,0.7344827586206897,0.7258620689655171,0.666666666666667,0.7181818181818187,0.7063044592516659,0.5,0.5899280575539569,0.8095238095238098,0.7532467532467533,0.9333333333333332,0.23809523809523803,0.0,0.5652173913043479,0.4814814814814814,0.2532748354747728
109,110,peugeot 504 (sw),0.9517241379310346,0.9362068965517243,0.666666666666667,0.9000000000000004,0.7232188621219888,0.5,0.35971223021582743,0.6190476190476191,0.5389610389610389,0.09333333333333338,0.2517006802721088,0.4594594594594592,0.17391304347826086,0.14814814814814814,0.2294578502036979
110,111,peugeot 504,0.9517241379310346,0.9362068965517243,0.666666666666667,0.9000000000000004,0.8257303946694003,0.5,0.5899280575539569,0.8095238095238098,0.7532467532467533,0.9333333333333332,0.23809523809523803,0.0,0.4347826086956521,0.18518518518518512,0.2739580068943905
